"","ID","test","order","subjective","objective","decision_time","accuracy"
"200","FAP","reading_comprehension",7,"OFF","ON",1780,1
"201","FAP","reading_comprehension",7,"OFF","ON",1620,1
"202","FAP","reading_comprehension",7,"OFF","ON",940,1
"203","FAP","reading_comprehension",7,"OFF","ON",2170,1
"204","FAP","reading_comprehension",7,"OFF","ON",780,1
"205","FAP","reading_comprehension",7,"OFF","ON",1850,1
"206","FAP","reading_comprehension",7,"OFF","ON",2380,1
"207","FAP","reading_comprehension",7,"OFF","ON",1010,1
"208","FAP","reading_comprehension",7,"OFF","ON",2080,1
"209","FAP","reading_comprehension",7,"OFF","ON",2730,0
"210","FAP","reading_comprehension",7,"OFF","ON",1400,0
"211","FAP","reading_comprehension",8,"ON","ON",6340,1
"212","FAP","reading_comprehension",8,"ON","ON",2140,0
"213","FAP","reading_comprehension",8,"ON","ON",1440,1
"214","FAP","reading_comprehension",8,"ON","ON",2440,1
"215","FAP","reading_comprehension",8,"ON","ON",3280,1
"216","FAP","reading_comprehension",8,"ON","ON",2780,1
"217","FAP","reading_comprehension",8,"ON","ON",700,1
"218","FAP","reading_comprehension",8,"ON","ON",4870,1
"219","FAP","reading_comprehension",8,"ON","ON",1550,1
"220","FAP","reading_comprehension",8,"ON","ON",1440,1
"221","FAP","reading_comprehension",8,"ON","ON",1440,0
"222","FAP","reading_comprehension",8,"ON","ON",1640,1
"223","FAP","reading_comprehension",8,"ON","ON",860,1
"224","FAP","reading_comprehension",8,"ON","ON",1680,1
